ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_1MKtwVgiCcK8EQR,Default Response Set,1/11/17 18:42,1/11/17 18:55,,,,,1,0,11,1,0,P,1,Yes,1,1,21,Female,united states,Associate's Degree,Yes,Alaska,Alaska,16 to 20,Alaska,1,signing of the declaration of independence,american civil war,first black president elected as president,woman's rights movement,martin luther king's famous speech,legalization of gay marriage,winning side of WWI and WWII,landing the first man on the moon,terrorist attacks on september 11,vietnam war,1,Britain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,3,1,,,,6,,,,,,,,,,,3,,,10,,,,,5,,,,2,,33,30,14,,,,,,,26,,,,,,6,,,,,,,Massachusetts,Delaware,New York,25,23,22,Alaska,California,5,20,17,15,43,Texas,1,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_0wEJrWJByFRtI5z,Default Response Set,1/11/17 18:53,1/11/17 19:05,,,,,1,0,12,1,0,P,1,Yes,1,1,38,Female,USA,Bachelor's Degree,Yes,Mississippi,New Mexico,16 to 20,New Mexico,1,The Revolutionary War,The Civil War,De-segregation,Implementation of women's rights,Trail of Tears,World War II,Legalization of gay marriage,Vietnam War,Attack on Pearl Harbor,First man on the moon,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,18th,1929,Italy,Communism,1969,Iran,5,1,,,1,,,,,,,1,,,,,,,,10,4,,,,,,,,,,6,,,,,1,4,,,,,,,,,,,9,14,,,1,New York,Massachusetts,Pennsylvania,15,15,12,Hawaii,New York,5,15,15,12,53,California,1,,,,,,,,,,,,,,,,,,Kentucky,,,,,,,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_2EfToUblfxLJP9F,Default Response Set,1/11/17 18:56,1/11/17 19:12,,,,,1,0,10,1,0,P,1,Yes,1,1,34,Female,American,Bachelor's Degree,Yes,Idaho,Idaho,More than 20,Idaho,1,Revolutionary War,Civil War,Declaration of Independence,Writing of the Constitution,Westward Expansion,Native American Relations,Civil Rights Movement,Gold Rush,Pearl Harbor,The Oregon Trail/Pioneers,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1913,19th,1929,Italy,Communism,1967,Iran,2,1,,,,,,,,10,,,,,3,1,,,,,3,8,10,,,6,,1,,,7,,,,,,,,,,,,,,3,,,,,,,,Massachusetts,Delaware,New York,10,8,8,Hawaii,California,2,10,9,9,70,Massachusetts,1,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_bIYHMreAv5ULjfX,Default Response Set,1/11/17 19:10,1/11/17 19:23,,,,,1,0,3,1,0,NP,1,Yes,1,1,28,Male,US,Bachelor's Degree,Yes,Alaska,Alaska,16 to 20,Washington,1,The American Revolution,The civil war,Signing of the decoration of independence,The great depression,The cold war,11-Sep,Lewis and Clark expedition,Korean war,Imancipation proclamation,Spanish American war,1,Germany,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Plessy v. Ferguson,1766-1781,1914,20th,1929,Italy,Facism,1967,Kuwait,15,1,,,,,,,,3,,6,,1,,2,,,,,,,,,,2,3,,,,,,,21,,,,,1,,,15,,,,,,20,,,,,Pennsylvania,Virginia,New York,28,26,22,Hawaii,California,8,20,15,15,42,Maine,1,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,,No,,Difficult,I enjoyed the survey,1,1
R_QnriUHbHWETZVwB,Default Response Set,1/11/17 19:43,1/11/17 20:03,,,,,1,0,12,1,0,NP,1,Yes,1,1,43,Female,USA,Associate's Degree,Yes,Rhode Island,Rhode Island,More than 20,California,1,declaration of independence,signing of constitution,winning independence from Great Britain,Civil War,Women allowed to vote,Black people allowed to vote,End of slavery,War of 1812,September 11th,End of segregation,1,Spain,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,20th,1929,Russia,Communism,1969,Iran,9,1,1,2,1,,6,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,1,2,8,,,,,,,,Massachusetts,Pennsylvania,New York,12,10,10,Wyoming,California,7,12,10,9,62,Texas,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Somewhat Difficult,Disappointed to find another misleading title. Sigh.,1,1
R_pz32rlgRXlTAalz,Default Response Set,1/11/17 19:56,1/11/17 20:21,,,,,1,0,8,1,0,NP,1,Yes,1,1,28,Female,US,Bachelor's Degree,Yes,Oregon,Oregon,16 to 20,Wisconsin,1,Civil War,WW1,WW2,11-Sep,Donald Trump winning the election,Creating the constitution,Becoming united,Hurricane Katrina,Oregon Trail,Independence Day,1,Britain,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,England,Dred Scott v. Sanford,1861-1865,1914,20th,1929,Russia,Communism,1969,Iraq,13,1,4,,,,,,,,,4,,,8,,,2,4,,,,,,,,,,,,,,3,,,,5,,,,5,,,,,,4,,,,8,,Delaware,New Hampshire,Virginia,69,46,18,Arkansas,California,20,20,20,20,20,Connecticut,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,Wisconsin,,No,,Very Easy,,1,1
R_1FLEgk0j44P7miD,Default Response Set,1/11/17 21:01,1/11/17 21:14,,,,,1,0,5,1,0,P,1,Yes,1,1,30,Female,Yes,High school diploma,No,Wyoming,Wyoming,More than 20,Wyoming,1,President Obama being elected,September 11 2001 when the terroisr flew into the trade canters,Pearl Harbor,Trump being elected,Bin laden being killed by us seals,Bill Clinton sex scandal,Losing Vietnam,Ben ghazzi attacks,Cuban missal crisis,Death of sassan hussain,1,Britain,Townshend Tariffs,The Bill of Rights,William Henry Harrison,Warren G. Harding,France,Plessy v. Ferguson,1766-1781,1917,20th,1929,Italy,Communism,1967,Iraq,50,1,,,,,,,,,,,2,,2,,2,,,,,,12,,,,,,,,2,,,,,,,14,,,,9,,,,,,2,2,,23,,Massachusetts,Maryland,Virginia,37,13,14,Alaska,California,25,20,5,25,25,Connecticut,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,No,,Somewhat Difficult,,1,1
R_27BZ6wZDM2Zjh7b,Default Response Set,1/11/17 20:59,1/11/17 21:27,,,,,1,0,7,1,0,P,1,Yes,1,1,35,Female,US,High school diploma,Yes,Oregon,Oregon,6 to 10,California,1,Civil War,Great Depression,Women Equality,Abolishing Slavery,Prohabition,Peace Treaty,Revolution War,Bombing of Pearl Harbor,Signing of Constitution,Boston Tea Party,1,Spain,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1766-1781,1913,19th,1929,Italy,Communism,1967,Kuwait,20,1,,,,,,,,,19,,,,18,,,,,,30,3,,,,,,,,,,,,5,,,,,,,,20,,,,,,,,,,,New York,Virginia,Rhode Island,25,60,15,Minnesota,Florida,0,20,60,15,5,Virginia,1,,,,Arizona,,California,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_1ND57pvMqCLtzLl,Default Response Set,1/11/17 21:29,1/11/17 21:43,,,,,1,0,15,1,0,P,1,Yes,1,1,46,Male,US,"Advanced Degree (PhD, JD, MD, etc.)",Yes,Rhode Island,Rhode Island,16 to 20,Illinois,1,Pilgrims landing at Plymouth,Revolutionary War,Civil War,World War One,Great Depression,World War Two,Korean War,Civil Rights Movement,Vietnam War,911,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,1,1,,1,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,,1,1,,,,,,,,,,Massachusetts,New York,California,15,7,5,Wyoming,California,1,15,7,5,72,California,1,,,,,,,,,,,,,,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Easy,,1,1
R_3I5AkKpy7Y2ri0Z,Default Response Set,1/11/17 21:44,1/11/17 22:04,,,,,1,0,11,1,0,NP,1,Yes,1,1,29,Female,American,Bachelor's Degree,Yes,Montana,Montana,More than 20,Illinois,1,10. founding member of EU,3. Italian renaissance,7. Under Mussolini's rule,1. fall of the roman empire,5. unification,2. charles viii invades,6. attempted fascist group,8. losing side of wwi and wwii,9. becomes a republic,4. mazzini's young italy,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1914,19th,1929,Russia,Communism,1967,Iran,10,1,7,,,,28,,5,6,,,,1,,,,,,,5,,,,3,,,,,,,,,23,,,,,14,,,,7,,,,,,,,,,Pennsylvania,New York,California,30,18,18,Utah,New York,2,20,30,22,26,Washington,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_2VKJxF5IU8t8LG9,Default Response Set,1/11/17 22:07,1/11/17 22:16,,,,,1,0,9,1,0,P,1,Yes,1,1,26,Female,American,Bachelor's Degree,Yes,Idaho,Idaho,More than 20,Idaho,1,The Revolutionary War,Creation of the Declaration of Independence,Creation of The Constitution,The Civil War,World War II,Martin Luther King Jr.,Joining the United Nations,Abolition of Slavery,Cuban Missile Crisis,The New Deal,1,France,Stamp Act,The Bill of Rights,John Tyler,Herbert Hoover,France,Dred Scott v. Sanford,1861-1865,1917,21st,1931,Russia,Communism,1967,Iran,5,1,30,,,4,,,,,,,5,,19,,,,,,13,,,41,,,,,,,,25,,,,,,,,30,,,,19,,,,,,10,,,Massachusetts,Virginia,New York,71,50,50,South Dakota,California,1,20,20,20,39,California,1,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,I found the questions about what percent a country has contributed very difficult.,1,1
R_3oQIjJVFJXtqjaT,Default Response Set,1/11/17 22:13,1/11/17 22:20,,,,,1,0,12,1,0,P,1,Yes,1,1,21,Female,Yes,Bachelor's Degree,Yes,Rhode Island,Rhode Island,More than 20,Rhode Island,1,Founding of Jamestown,Revolutionary War,Declaration of Independence,Civil War,World War I,Great Depression,World War II,Civil Rights Movement,Vietnam War,11-Sep,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,20th,1929,Russia,Communism,1969,Iran,10,1,,,,,,,,,,,0,,,0,,,,,,,,5,,,,,1,0,,,,,,,,,,,,,0,,5,,3,13,3,,,,Massachusetts,Pennsylvania,New York,25,19,16,Idaho,California,5,25,19,16,35,Alabama,1,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Very Easy,,1,1
R_1FQYBMAKanY7KdV,Default Response Set,1/11/17 22:25,1/11/17 22:40,,,,,1,0,6,1,0,NP,1,Yes,1,1,29,Female,U.S. Citizen,Bachelor's Degree,Yes,Oregon,Oregon,More than 20,Oregon,1,Women's Right to Vote,Civil Rights movement & War,Abolishment of Slavery,Roe v. Wade,Child Labor Laws,11-Sep,Participation in WWI & WWII (atom bomb),First non-white president - Barack Obama,Participation in Wars in Middle East,Independence from England,1,Spain,Tea Act,The Bill of Rights,John Tyler,William Taft,Spain,Plessy v. Ferguson,1861-1865,1913,19th,1929,Italy,Communism,1969,Kuwait,10,1,30,,,,30,,10,,,,,5,5,,2,,,,,,,,,,,,,,,,5,,,5,10,,,,,,,5,,,,,,,,,California,New York,Massachusetts,10,10,10,Idaho,Florida,5,10,10,10,65,Oregon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_W0ZRwylSjZVLL5D,Default Response Set,1/11/17 23:17,1/11/17 23:32,,,,,1,0,9,1,0,P,1,Yes,1,1,26,Female,Citizen of us,Associate's Degree,Yes,Virginia,Vermont,1 to 5,Virginia,1,Slavery,Segregation,Pilgrims,Declaration of independence,Emancipation proclimation,Women's voting rights,Industrial revolution,Invention of automobile,Magna carta,Constitution,1,France,Tea Act,The Bill of Rights,John Adams,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1919,18th,1929,Germany,Communism,1969,Saudi Arabia,8,1,13,,,,44,15,,,,,,,,,,,,,,21,,,3,,,,3,9,,,25,,,,,,,,,,,,,3,,,,,3,,Virginia,Louisiana,Hawaii,89,46,38,Idaho,Florida,5,50,30,15,0,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia,,,,,,No,,Very Easy,,1,1
R_2pWcfqb5ICwObBL,Default Response Set,1/12/17 0:06,1/12/17 0:35,,,,,1,0,8,1,0,P,1,Yes,1,1,32,Male,American,Bachelor's Degree,Yes,Hawaii,Hawaii,More than 20,Hawaii,1,Assassination of John F. Kennedy,the (9 11),FDR Accepts the 1936 Democratic Presidential Nomination,The American Revolution,Assassination of Abraham Lincoln,The Civil War,The Vietnam War,The Civil War,Apollo 11 mission,The Death of Osama bin Laden,1,Spain,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,19th,1931,Italy,Communism,1955,Iraq,8,1,,,8,,,,,,,,,3,9,,,25,,,,,,,16,21,,14,,,,,,46,,,,,,,10,,,12,,,,,,,,,New York,Arizona,Washington,5,4,2,Connecticut,Pennsylvania,10,10,30,10,40,Washington,1,,,,,,,,,,,,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Easy,none,1,1
R_3eesXujdb6Ikeg3,Default Response Set,1/12/17 0:30,1/12/17 0:48,,,,,1,0,14,1,0,NP,1,Yes,1,1,30,Female,USA,Bachelor's Degree,Yes,Hawaii,Hawaii,16 to 20,Washington,1,Civil War,Terrorist Attack on the World Trade Center,Bombing of Pearl Harbor,Boston Tea Party,Women's Suffrage Movement,Revolutionary War,Emancipation Act,Manhattan Project,Apollo 11 (Landing on the Moon),Won Its Independence,1,France,Stamp Act,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,10,1,,5,3,,12,,,,,,,,,,,,,,5,,20,8,,,,,,2,7,,,,13,,,,,20,,,,,,,,,,,,,Massachusetts,Pennsylvania,Virginia,41,35,25,Alaska,California,3,12,11,9,65,California,1,,,,,,,,,,,,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,Washington,,,,,No,,Neutral,,1,1
R_2rGWadILL1EXSmh,Default Response Set,1/12/17 1:39,1/12/17 1:53,,,,,1,0,10,1,0,NP,1,Yes,1,1,46,Female,USA,Other,Yes,Pennsylvania,Montana,11 to 15,Florida,1,Est. First Colony,Boston Tea Party,Space Exploration,WWI,WWII,Vietnam,Civil War,Women's rights,US Constitution,Declaration of Independence,1,Germany,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,20th,1929,Germany,Communism,1969,Iran,4,1,,3,,,,,,21,,,9,,,,,,,,,10,,,3,,,,,3,,,,,,,,,,,,,,,9,,1,13,,,,3,Pennsylvania,Virginia,New York,70,25,5,Utah,Florida,3,70,15,7,5,Virginia,1,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,Pennsylvania,,,,,,,,,,,,,,No,,Somewhat Difficult,Thank you for allowing me to take this survey,1,1
R_2wvJe10Yqv1SE7u,Default Response Set,1/12/17 3:11,1/12/17 3:33,,,,,1,0,5,1,0,P,1,Yes,1,1,22,Male,U.S.,High school diploma,Yes,Maryland,Oregon,6 to 10,Virginia,1,Declaration of Independance,Civil War,World War 1,World War 2,Ending of Slavery,Gender equality Movements,Martin Luther King's Movement,911,Obama elected as President,Discovering America,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,Spain,Marbury v. Madison,1861-1865,1914,18th,1930,Italy,Communism,1969,Iraq,2,1,,,,2,,2,3,,3,,,,,,,2,,,5,,,,,,,2,2,,,,,,,1,,,,,,5,,,,,,,,,,,Maine,Virginia,Washington,8,5,3,Wyoming,California,1,8,7,3,81,Texas,1,,,,,,,,,,,,,,,,,,,,,Maryland,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,Washington,,,,,No,,Neutral,Interesting survey.,1,1
R_2VgtTrjCWdfk2Ws,Default Response Set,1/12/17 3:36,1/12/17 3:48,,,,,1,0,6,1,0,P,1,Yes,1,1,21,Female,US Born,High school diploma,Yes,Oregon,Oregon,More than 20,Oregon,1,The Civil War,The discovery of America,Signing of the Declaration of Independence,World War 1,World War 2,The American Revolution,Boston Tea Party,Louisiana Purchase,9-11 Attack,Boston Marathon bombing,1,Germany,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Herbert Hoover,Spain,Plessy v. Ferguson,1861-1865,1913,21st,1929,Italy,Facism,1969,Saudi Arabia,24,1,3,,5,,,,,,10,,,,,,,4,,34,,,,,15,,23,,14,,,,,,,,,,,,,10,,,,,,,,,,28,Delaware,Pennsylvania,Maryland,43,34,31,New Mexico,California,4,20,20,20,36,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_9NPm75KnU4MnWBH,Default Response Set,1/12/17 4:01,1/12/17 4:16,,,,,1,0,11,1,0,NP,1,Yes,1,1,26,Female,US,Bachelor's Degree,Yes,Montana,Montana,11 to 15,Idaho,1,11-Sep,Pearl Harbor,WW1,WW2,Barack Obama,Black Rights,Suffrage,Salvery,Voting,Statehood,1,Britain,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,19th,1929,Russia,Communism,1969,Kuwait,3,1,,1,,,,,,,,,,,4,,,,,,,,,,3,,4,,,,6,,,,,,,4,,,1,,,,,2,3,,,,3,,Delaware,Louisiana,Massachusetts,22,17,11,Alaska,South Carolina,15,14,22,44,5,Texas,1,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2VPf3DZRJFg2ZmB,Default Response Set,1/12/17 5:12,1/12/17 5:22,,,,,1,0,10,1,0,P,1,Yes,1,1,22,Male,United States,Bachelor's Degree,Yes,Maine,Vermont,11 to 15,Maine,1,Columbus Finding the New World,The maiden voyage to the United States,Plymouth Rock,The colonization of the first 13 colonies,American Revolution,Westward Expansion,Civil War,Industrial Revolution,Involvement in World War 2 after the bombings at Pearl harbor,Sending a Man to the Moon,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Totalitarianism,1967,Kuwait,4,1,,,5,2,,,,7,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,8,,,2,,5,2,,,,,2,,Massachusetts,Pennsylvania,New York,10,6,5,North Dakota,California,2,10,8,6,74,California,1,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,Vermont,,,,,,,No,,Somewhat Difficult,Thank you!,1,1
R_UrsErzEwEz52IrT,Default Response Set,1/12/17 6:04,1/12/17 6:17,,,,,1,0,7,1,0,NP,1,Yes,1,1,34,Female,United States,Master's Degree,Yes,Montana,Montana,More than 20,Montana,1,Civil War,Women's right to vote,Emancipation of slaves,Oregon Trail,Gold Rush,Great Depression,Civil Rights,Revolutionary War,Trail of Tears,Pearl Harbor,1,Spain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1861-1865,1914,18th,1931,Italy,Communism,1969,Kuwait,3,1,,,,,,1,6,6,3,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,3,4,,,1,,,,,2,,New York,Delaware,Pennsylvania,18,13,11,Idaho,California,2,18,13,11,56,Texas,1,,,,,,,,,,,,,,,,Iowa,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,Clearly I need to brush up on U.S. History,1,1
R_uyb9fDfwFDmm9BD,Default Response Set,1/12/17 6:36,1/12/17 7:00,,,,,1,0,3,1,0,NP,1,Yes,1,1,25,Male,U.S,Bachelor's Degree,Yes,Alabama,Alabama,16 to 20,Alabama,1,Assassination of Abraham Lincoln,Louisiana Purchase,Manhattan Project,Vietnam War,Death of Osama bin Laden,Assassination of John F. Kennedy,The American Revolution,The Civil War,11-Sep-01,Apollo 11,1,Spain,Townshend Tariffs,The Bill of Rights,William Henry Harrison,William Taft,England,Plessy v. Ferguson,1766-1781,1914,20th,1931,Italy,Facism,1969,Iran,73,1,,55,,,,,,,,47,,,,,,,,,,,,38,,,,,75,,,,,,,,,52,71,,73,60,,67,,,,,,,,,Alabama,Alabama,Alabama,36,56,47,Alabama,Alabama,20,30,10,20,20,Alabama,1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,IT WAS NICE,1,1
R_sL0IhfDDz34RXwJ,Default Response Set,1/12/17 7:31,1/12/17 7:49,,,,,1,0,5,1,0,NP,1,Yes,1,1,30,Male,US,Bachelor's Degree,Yes,Alaska,Alaska,11 to 15,Indiana,1,The election of A black president president Obama,the rise and discussion of gay marriages,the september 11 bombing,Orlando shooting,landing on the moon,the gulf war,the end of the cold war,the tech revolution,Iran/ Iraq war,JFK assasination,1,Britain,Stamp Act,The Bill of Rights,John Tyler,Herbert Hoover,England,Gibbons v. Odgen,1861-1865,1914,19th,1930,Germany,Communism,1969,Kuwait,10,1,,,8,,15,,3,3,,,,,,,,8,,,,,,,,,,,,,7,,,,,,,3,,,,6,,,,,4,,,5,,,California,Georgia,Delaware,20,15,12,Maine,California,25,30,25,20,0,Illinois,1,,,Alaska,,,,,,,,,,,,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,none,1,1
R_1o5TR8vqfihN1QL,Default Response Set,1/12/17 8:39,1/12/17 8:50,,,,,1,0,11,1,0,NP,1,Yes,1,1,44,Male,united states,Bachelor's Degree,Yes,Massachusetts,Rhode Island,More than 20,Rhode Island,1,founding of united states,revolutionary war,civil war,world war I,world war II,vj day,emancipation proclamation,writing of consitution,boston tea party,battle of gettysburg,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,England,Dred Scott v. Sanford,1861-1865,1914,19th,1930,Russia,Communism,1969,Iran,6,1,,3,,,2,,,,,2,,,3,,,,,,,6,20,,,,1,,,2,,,1,,,,,,,,,,,3,,,,,,,,,Massachusetts,Washington,Delaware,20,20,11,Arizona,Washington,4,20,20,11,45,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Neutral,,1,1
R_31uBnYs09WySXJm,Default Response Set,1/12/17 9:36,1/12/17 9:54,,,,,1,0,4,1,0,P,1,Yes,1,1,29,Male,USA,Bachelor's Degree,Yes,Rhode Island,Rhode Island,More than 20,Colorado,1,Obama election,pearn harbor,declaration of indipendence,civil war,trump elected,civil rights movement,spanish american war,world ware 2,world war 1,desert storm,1,France,Townshend Tariffs,The Foundational Values,John Tyler,William Taft,England,Plessy v. Ferguson,1766-1781,1917,20th,1930,Japan,Totalitarianism,1969,Iran,24,1,,,,,,,,,,10,,,,9,,,,,23,,,,,,27,8,,,,,,,,,15,,,,,,5,15,,,13,,,,11,,Massachusetts,New York,New Hampshire,55,9,8,Louisiana,New York,25,25,20,15,15,California,1,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Neutral,Great,1,1
R_2DTGsCPYcYEqMfo,Default Response Set,1/12/17 9:35,1/12/17 9:57,,,,,1,0,7,1,0,P,1,Yes,1,1,38,Female,us,Associate's Degree,Yes,Idaho,Idaho,More than 20,Texas,1,Boston Tea Party,Emancipation Proclamation,Northern states win the civil war,Jefferson sends lewis and clark to Oregon,11-Sep,Attack on Pearl Harbor,California Gold Rush,Declaration of Independence,Civil Rights Movement,Women gain the right to Vote,1,France,Townshend Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1861-1865,1914,19th,1930,Germany,Totalitarianism,1967,Iran,7,1,,2,,5,,,7,,,,,,,,,,,,5,,,,,,,,3,,,,3,,,,,,,,,,5,,7,5,,,,9,,,Massachusetts,Virginia,Pennsylvania,10,11,10,Montana,California,3,7,7,7,76,Texas,1,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,No,,Somewhat Difficult,,1,1
